Value,Date,Sub-Sector,Super Region,Energy Product,Flow Breakdown,Time Level,Country,Unit of Measurement,Source
409,2018-01-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
315,2009-08-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
460,2017-12-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
131,2003-01-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
376,2013-06-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
307,2008-07-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
270,2007-08-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
284,2020-05-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
283,2008-02-29,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
244,2006-03-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
405,2017-01-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
257,2006-11-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
361,2018-06-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
386,2012-12-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
246,2005-06-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
316,2010-07-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
253,2004-01-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
434,2018-12-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
129,2002-07-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
405,2015-02-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
306,2010-10-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
412,2014-11-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
349,2012-06-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
280,2020-04-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
277,2009-09-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
395,2014-03-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
244,2005-09-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
403,2019-06-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
288,2008-09-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
343,2011-12-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
359,2013-04-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
421,2019-12-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
345,2012-05-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
236,2006-05-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
404,2017-03-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
330,2011-06-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
416,2019-01-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
123,2003-12-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
304,2010-01-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
242,2005-04-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
326,2009-03-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
254,2007-10-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
348,2012-11-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
121,2003-06-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
409,2018-07-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
355,2013-09-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
296,2008-04-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
378,2016-09-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
236,2004-10-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
114,2002-01-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
404,2017-02-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
307,2010-06-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
316,2011-05-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
427,2015-04-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
126,2003-11-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
407,2014-09-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
305,2009-04-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
130,2002-12-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
345,2012-10-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
122,2003-05-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
390,2018-08-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
309,2009-10-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
125,2002-06-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
309,2010-11-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
256,2007-04-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
233,2005-10-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
408,2015-09-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
245,2004-11-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
293,2008-03-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
231,2004-05-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
416,2018-02-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
390,2014-04-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
329,2011-11-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
348,2013-10-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
400,2017-08-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
417,2016-03-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
259,2007-09-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,ALGERIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
238.1,2016-05-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
250.99,2017-04-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
234.31,2015-06-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
235.33,2015-12-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
228.26,2014-07-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
237.92,2019-02-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
91.56,2018-03-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
252.81,2016-11-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
101.13,2012-09-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
97.36,2013-08-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
254.75,2017-10-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
114.26,2008-05-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
98.37,2003-10-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
82.98,2006-01-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
129.53,2007-06-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
81.22,2010-05-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
100.64,2005-08-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
213.38,2020-03-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
101.39,2011-10-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
279.21,2019-08-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
77.69,2004-03-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
113.11,2008-11-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
79.23,2012-04-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
72.64,2010-12-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
240.77,2020-02-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
97.22,2006-06-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
83.49,2005-03-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
78.45,2004-04-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
112.85,2007-11-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
172.3,2014-02-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
105.93,2008-10-31,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
73.15,2012-03-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
219.97,2003-09-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
265.85,2017-09-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
236.66,2016-04-01,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
220.24,2004-09-30,JODI OIL-WORLD DATABASE,GLOBAL DATA,TOTAL OIL PRODUCTS,DEMAND,MONTHLY,BULGARIA,THOUSAND BARRELS PER DAY(KB-D),JOINT ORGANISATIONS DATA INITIATIVE - JODI
