"DateTime","Daily News Sentiment"
"2016-04-25 00:00:00",0.2
"2016-04-26 00:00:00",-0.5
"2016-04-27 00:00:00",-0.6
"2016-04-28 00:00:00",0.2
"2016-04-29 00:00:00",-0.5
"2016-05-05 00:00:00",-0.5
"2016-05-08 00:00:00",0.2
"2016-05-14 00:00:00",-0.4
"2016-05-16 00:00:00",-0.6
"2016-05-23 00:00:00",-0.5
"2016-06-24 00:00:00",0.2
"2016-06-28 00:00:00",0.1
"2016-07-08 00:00:00",-0.1
"2016-07-16 00:00:00",0.2
"2016-07-26 00:00:00",0.2
"2016-07-29 00:00:00",-0.3
"2016-10-26 00:00:00",-0.3
"2016-11-15 00:00:00",-0.1
"2016-11-30 00:00:00",-0.1
"2016-12-06 00:00:00",0.1
"2016-12-10 00:00:00",-0.5
"2016-12-12 00:00:00",0.2
"2016-12-13 00:00:00",-0.3
"2016-12-15 00:00:00",-0.4
"2017-01-04 00:00:00",-0.4
"2017-01-06 00:00:00",-0.7
"2017-01-11 00:00:00",-0.3
"2017-01-19 00:00:00",-0.2
"2017-01-22 00:00:00",-0.3
"2017-01-30 00:00:00",-0.2
"2017-02-06 00:00:00",-0.4
"2017-02-14 00:00:00",-0.3
"2017-03-06 00:00:00",-0.2
"2017-03-07 00:00:00",-0.6
"2017-03-09 00:00:00",-0.17
"2017-03-10 00:00:00",-0.3
"2017-03-14 00:00:00",-0.4
"2017-03-16 00:00:00",-0.4
"2017-03-20 00:00:00",-0.3
"2017-03-22 00:00:00",-0.45
"2017-03-28 00:00:00",0.1
"2017-03-29 00:00:00",-0.6
"2017-03-30 00:00:00",0.1
"2017-04-02 00:00:00",-0.4
"2017-04-05 00:00:00",-0.3
"2017-04-12 00:00:00",-0.4
"2017-04-15 00:00:00",0.2
"2017-04-27 00:00:00",-0.55
"2017-05-01 00:00:00",0.4
"2017-05-02 00:00:00",-0.2
"2017-05-17 00:00:00",-0.37
"2017-05-18 00:00:00",0.3
"2017-05-22 00:00:00",0.3
"2017-05-25 00:00:00",-0.2
"2017-05-26 00:00:00",-0.1
"2017-05-31 00:00:00",-0.7
"2017-06-01 00:00:00",-0.2
"2017-06-08 00:00:00",-0.1
"2017-07-18 00:00:00",-0.1
"2017-07-28 00:00:00",-0.4
"2017-07-31 00:00:00",-0.1
"2017-08-29 00:00:00",0.1
"2017-08-31 00:00:00",-0.4
"2017-09-03 00:00:00",-0.1
"2017-09-29 00:00:00",0.1
"2017-10-06 00:00:00",-0.1
"2017-10-27 00:00:00",-0.35
"2017-11-15 00:00:00",0.1
"2017-12-08 00:00:00",-0.3
"2017-12-19 00:00:00",-0.1
"2017-12-25 00:00:00",-0.1
"2017-12-28 00:00:00",0.1
"2018-01-08 00:00:00",0.1
"2018-02-02 00:00:00",-0.33
"2018-02-05 00:00:00",-0.27
"2018-02-07 00:00:00",-0.4
"2018-03-06 00:00:00",-0.8
"2018-03-15 00:00:00",-0.4
"2018-03-16 00:00:00",-0.1
"2018-03-29 00:00:00",-0.2
"2018-03-30 00:00:00",-0.7
"2018-04-03 00:00:00",0.1
"2018-04-12 00:00:00",-0.2
"2018-04-24 00:00:00",-0.6
"2018-05-09 00:00:00",-0.3
"2018-06-13 00:00:00",0.3
"2018-06-22 00:00:00",-0.4
"2018-07-25 00:00:00",0.2
"2018-07-27 00:00:00",-0.3
"2018-07-31 00:00:00",-0.1
"2018-08-01 00:00:00",-0.3
"2018-08-15 00:00:00",-0.2
"2018-08-16 00:00:00",0.3
"2018-08-22 00:00:00",-0.3
"2018-10-09 00:00:00",-0.2
"2018-10-24 00:00:00",-0.5
"2018-11-02 00:00:00",-0.1
"2018-11-15 00:00:00",-0.8
"2018-11-23 00:00:00",-0.5
"2018-11-30 00:00:00",-0.1
"2018-12-16 00:00:00",-0.2
"2018-12-24 00:00:00",-0.1
"2018-12-25 00:00:00",-0.5
"2018-12-26 00:00:00",-0.2
"2019-02-01 00:00:00",0.05
"2019-02-05 00:00:00",-0.2
"2019-02-24 00:00:00",-0.5
"2019-02-28 00:00:00",0.2
"2019-03-06 00:00:00",-0.33
"2019-03-15 00:00:00",-0.3
"2019-03-20 00:00:00",0.1
"2019-03-21 00:00:00",-0.1
"2019-04-01 00:00:00",0.4
"2019-04-03 00:00:00",0.1
"2019-04-12 00:00:00",0.1
"2019-04-24 00:00:00",0.1
"2019-04-29 00:00:00",0.1
"2019-05-02 00:00:00",0.3
"2019-05-04 00:00:00",-0.1
"2019-05-12 00:00:00",0.4
"2019-05-29 00:00:00",-0.8
"2019-05-30 00:00:00",0
"2019-06-20 00:00:00",0.5
"2019-06-21 00:00:00",-0.1
"2019-06-24 00:00:00",0.1
"2019-06-26 00:00:00",-0.2
"2019-06-29 00:00:00",-0.3
"2019-07-09 00:00:00",-0.1
"2019-08-01 00:00:00",-0.1
"2019-08-08 00:00:00",-0.2
"2019-08-16 00:00:00",-0.1
"2019-09-13 00:00:00",-0.1
"2019-09-18 00:00:00",-0.2
"2019-09-23 00:00:00",-0.1
"2019-10-11 00:00:00",-0.1
"2019-10-21 00:00:00",-0.5
"2019-10-23 00:00:00",0.1
"2019-10-27 00:00:00",-0.4
"2019-10-28 00:00:00",0
"2019-10-30 00:00:00",-0.5
"2019-11-01 00:00:00",-0.35
"2019-11-02 00:00:00",-0.8
"2019-11-05 00:00:00",0.2
"2019-11-06 00:00:00",-0.1
"2019-11-20 00:00:00",-0.6
"2019-11-21 00:00:00",-0.5
"2019-11-22 00:00:00",0
"2019-11-25 00:00:00",0.3
"2019-12-01 00:00:00",0.2
"2019-12-02 00:00:00",-0.1
"2019-12-10 00:00:00",-0.43
"2019-12-11 00:00:00",-0.3
"2019-12-12 00:00:00",-0.6
"2019-12-16 00:00:00",-0.5
"2019-12-17 00:00:00",-0.1
"2019-12-18 00:00:00",-0.6
"2020-01-02 00:00:00",-0.1
"2020-01-03 00:00:00",-0.4
"2020-01-04 00:00:00",-0.2
"2020-01-24 00:00:00",-0.07
"2020-01-26 00:00:00",-0.1
"2020-01-27 00:00:00",-0.17
"2020-01-30 00:00:00",-0.1
"2020-01-31 00:00:00",-0.05
"2020-02-03 00:00:00",-0.23
"2020-02-07 00:00:00",0.3
"2020-02-12 00:00:00",0.1
"2020-02-20 00:00:00",-0.2
"2020-02-24 00:00:00",0.1
"2020-03-05 00:00:00",0.2
"2020-03-10 00:00:00",-0.1
"2020-03-11 00:00:00",0.3
"2020-03-12 00:00:00",-0.4
"2020-03-17 00:00:00",-0.7
"2020-03-18 00:00:00",-0.4
"2020-03-22 00:00:00",-0.5
"2020-03-31 00:00:00",-0.5
"2020-04-07 00:00:00",-0.16
"2020-04-13 00:00:00",-0.17
"2020-04-14 00:00:00",-0.25
"2020-04-16 00:00:00",-0.1
"2020-04-17 00:00:00",-0.3
"2020-04-20 00:00:00",-0.1
"2020-04-22 00:00:00",0.2
"2020-04-24 00:00:00",-0.1
"2020-04-26 00:00:00",-0.1
"2020-04-27 00:00:00",-0.1
"2020-04-29 00:00:00",0.1
"2020-05-01 00:00:00",-0.08
"2020-05-04 00:00:00",-0.1
"2020-05-08 00:00:00",-0.5
"2020-05-12 00:00:00",-0.1
"2020-05-13 00:00:00",-0.6
"2020-05-18 00:00:00",-0.2
"2020-05-21 00:00:00",-0.2
"2020-05-27 00:00:00",-0.4
"2020-05-28 00:00:00",-0.1
"2020-05-29 00:00:00",0.1
"2020-06-10 00:00:00",-0.2
"2020-06-24 00:00:00",-0.8
"2020-06-25 00:00:00",-0.1
"2020-06-26 00:00:00",-0.1
"2020-06-29 00:00:00",-0.7
"2020-07-17 00:00:00",-0.3
"2020-07-21 00:00:00",0.17
"2020-07-24 00:00:00",-0.5
"2020-07-25 00:00:00",-0.3
"2020-07-27 00:00:00",-0.3
"2020-07-28 00:00:00",0.1
"2020-07-30 00:00:00",-0.35
"2020-07-31 00:00:00",-0.39
"2020-08-03 00:00:00",-0.4
"2020-08-07 00:00:00",-0.3
"2020-08-24 00:00:00",0.15
"2020-08-25 00:00:00",-0.15
"2020-08-26 00:00:00",-0.3
"2020-08-27 00:00:00",-0.1
"2020-08-28 00:00:00",-0.33
"2020-09-14 00:00:00",-0.7
"2020-09-22 00:00:00",-0.1
"2020-09-24 00:00:00",-0.1
"2020-09-25 00:00:00",-0.3
"2020-09-28 00:00:00",-0.3
"2020-09-30 00:00:00",-0.2
"2020-10-02 00:00:00",-0.2
"2020-10-06 00:00:00",-0.35
"2020-10-07 00:00:00",0
"2020-10-13 00:00:00",-0.1
"2020-10-25 00:00:00",-0.53
"2020-10-28 00:00:00",0.1
"2020-11-04 00:00:00",-0.37
"2020-11-08 00:00:00",-0.55
"2020-11-09 00:00:00",-0.22
"2020-11-10 00:00:00",0.1
"2020-11-11 00:00:00",0.1
"2020-11-18 00:00:00",-0.43
"2020-11-25 00:00:00",-0.3
"2020-11-26 00:00:00",-0.3
"2020-11-27 00:00:00",0.1
"2020-12-01 00:00:00",-0.3
"2020-12-02 00:00:00",-0.28
"2020-12-03 00:00:00",-0.37
"2020-12-04 00:00:00",-0.05
"2020-12-08 00:00:00",-0.18
"2020-12-09 00:00:00",-0.13
"2020-12-12 00:00:00",-0.4
"2020-12-13 00:00:00",-0.4
"2020-12-15 00:00:00",0.1
"2020-12-16 00:00:00",-0.33
"2020-12-17 00:00:00",-0.3
"2020-12-18 00:00:00",-0.1
"2020-12-19 00:00:00",-0.05
"2020-12-22 00:00:00",0.3
"2020-12-24 00:00:00",-0.2
"2020-12-29 00:00:00",-0.5
"2020-12-30 00:00:00",-0.4
"2020-12-31 00:00:00",-0.1
"2021-01-01 00:00:00",-0.2
"2021-01-02 00:00:00",0.2
"2021-01-04 00:00:00",-0.2
"2021-01-06 00:00:00",-0.45
"2021-01-08 00:00:00",-0.4
"2021-01-11 00:00:00",-0.6
"2021-01-12 00:00:00",-0.2
"2021-01-14 00:00:00",-0.2
"2021-01-15 00:00:00",0.18
"2021-01-16 00:00:00",-0.25
"2021-01-18 00:00:00",0.02
"2021-01-20 00:00:00",0.25
"2021-01-22 00:00:00",0.1
"2021-01-24 00:00:00",-0.13
"2021-01-26 00:00:00",-0.2
"2021-01-28 00:00:00",0.02
"2021-01-29 00:00:00",-0.5
"2021-01-30 00:00:00",0.02
"2021-02-02 00:00:00",-0.22
"2021-02-03 00:00:00",-0.15
"2021-02-09 00:00:00",-0.27
"2021-02-10 00:00:00",0.2
"2021-02-12 00:00:00",-0.1
"2021-02-14 00:00:00",-0.2
"2021-02-16 00:00:00",-0.2
"2021-02-17 00:00:00",-0.1
"2021-02-18 00:00:00",-0.25
"2021-02-20 00:00:00",-0.15
"2021-02-21 00:00:00",-0.2
"2021-02-23 00:00:00",-0.27
"2021-02-24 00:00:00",-0.1
"2021-02-25 00:00:00",0
"2021-02-26 00:00:00",-0.3
"2021-02-27 00:00:00",-0.1
"2021-03-02 00:00:00",-0.22
